shipment_id,export_country,import_country,commodity,hs_code,quantity,declared_value_usd,transport_mode,departure_port,arrival_port,transit_time_days,delay_status,contract_value_usd,payment_terms,currency_exchange_rate,market_price_per_unit,price_volatility_index,anomaly_flag
SHP09420,China,Tanzania,Textiles,843890,4474,63861,Ship,Beijing,Tema,19,On-Time,63284,Credit,12.25,1044.02,0.42,1
SHP09421,China,Egypt,Machinery,260300,3035,134652,Road,Beijing,Lagos,13,On-Time,134945,Prepaid,10.8,1083.68,0.39,0
SHP09422,China,Kenya,Agricultural,520942,417,136521,Road,Beijing,Durban,7,Delayed,135756,Prepaid,67.76,1975.87,0.12,1
SHP09423,China,Egypt,Textiles,520942,2428,60869,Rail,Qingdao,Tema,3,On-Time,60244,Prepaid,60.44,958.83,0.46,1
SHP09424,China,Ethiopia,Minerals,843890,2905,42584,Road,Shenzhen,Tema,14,On-Time,42640,On Delivery,29.66,1967.03,0.28,0
SHP09425,China,Tanzania,Textiles,847130,4943,106457,Ship,Shenzhen,Tema,23,On-Time,106231,On Delivery,55.34,890.07,0.36,0
SHP09426,China,Egypt,Machinery,847130,675,115080,Rail,Shanghai,Mombasa,38,Delayed,115431,On Delivery,59.21,612.52,0.27,1
SHP09427,China,Tanzania,Machinery,843890,2729,18352,Ship,Qingdao,Durban,17,Delayed,18794,Credit,9.67,1928.59,0.01,0
SHP09428,China,South Africa,Textiles,520942,2955,41011,Road,Guangzhou,Lagos,7,On-Time,40955,On Delivery,36.96,130.92,0.14,0
SHP09429,China,Egypt,Textiles,520942,3007,143347,Air,Guangzhou,Tema,39,On-Time,143868,Credit,36.52,2186.19,0.26,0
SHP09430,China,Nigeria,Textiles,847130,3627,24042,Road,Beijing,Addis Ababa,28,On-Time,24925,Credit,7.87,1611.72,0.31,0
SHP09431,China,Kenya,Textiles,843890,1008,100327,Air,Qingdao,Lagos,28,On-Time,100469,Prepaid,4.27,324.2,0.46,1
SHP09432,China,Kenya,Electronics,100610,3785,136383,Air,Beijing,Durban,27,On-Time,137047,Prepaid,61.71,2450.53,0.44,1
SHP09433,China,Egypt,Minerals,260300,511,122140,Ship,Shenzhen,Addis Ababa,8,Delayed,122094,Credit,38.85,1515.63,0.4,0
SHP09434,China,Ghana,Electronics,520942,3240,6625,Air,Shenzhen,Addis Ababa,5,Delayed,6686,On Delivery,47.41,579.71,0.28,0
SHP09435,China,Ethiopia,Agricultural,847130,2465,143310,Road,Beijing,Dar es Salaam,25,On-Time,144196,On Delivery,58.89,1084.29,0.22,0
SHP09436,China,South Africa,Minerals,260300,2041,11127,Air,Guangzhou,Lagos,19,On-Time,11381,On Delivery,34.11,2024.64,0.42,1
SHP09437,China,Ghana,Electronics,100610,3827,9740,Road,Shanghai,Mombasa,4,On-Time,9640,On Delivery,62.01,1626.9,0.42,1
SHP09438,China,Kenya,Machinery,847130,3451,102397,Ship,Shenzhen,Durban,20,Delayed,101837,Prepaid,40.69,2353.67,0.06,0
SHP09439,China,Tanzania,Machinery,843890,1007,64693,Air,Guangzhou,Tema,9,Delayed,64377,On Delivery,35.48,1236.35,0.4,0
SHP09440,China,Kenya,Electronics,260300,3954,110042,Road,Shanghai,Addis Ababa,29,Delayed,110248,Credit,18.74,2184.86,0.15,0
SHP09441,China,Egypt,Electronics,100610,1183,103383,Air,Shanghai,Dar es Salaam,35,On-Time,103633,Credit,45.59,2135.34,0.21,0
SHP09442,China,Egypt,Minerals,520942,2159,27534,Ship,Shanghai,Addis Ababa,17,On-Time,28089,On Delivery,19.12,670.88,0.25,0
SHP09443,China,Ethiopia,Electronics,847130,2704,61113,Air,Shanghai,Tema,5,Delayed,60560,On Delivery,21.48,2918.86,0.3,0
SHP09444,China,Nigeria,Agricultural,260300,1133,144695,Ship,Qingdao,Cairo,32,On-Time,144505,On Delivery,31.16,919.26,0.26,0
SHP09445,China,Egypt,Agricultural,520942,1569,83658,Ship,Shanghai,Mombasa,22,On-Time,82831,Prepaid,29.87,220.55,0.21,0
SHP09446,China,Kenya,Electronics,520942,2609,118776,Road,Qingdao,Durban,7,On-Time,118912,Prepaid,37.55,775.2,0.43,1
SHP09447,China,Kenya,Textiles,260300,962,106171,Rail,Qingdao,Addis Ababa,13,On-Time,105761,On Delivery,53.97,603.04,0.38,0
SHP09448,China,Ghana,Minerals,843890,3381,126133,Road,Shanghai,Mombasa,8,On-Time,125539,Credit,27.56,2271.75,0.14,0
SHP09449,China,Nigeria,Minerals,843890,1991,104520,Ship,Shenzhen,Cairo,38,Delayed,104441,Credit,60.15,2642.32,0.03,1
SHP09450,China,Nigeria,Electronics,100610,1535,120677,Rail,Shenzhen,Durban,34,Delayed,120957,Prepaid,29.44,1323.11,0.42,1
SHP09451,China,Ethiopia,Electronics,100610,4737,44925,Road,Guangzhou,Addis Ababa,12,On-Time,45826,Credit,47.73,257.19,0.04,0
SHP09452,China,Tanzania,Electronics,843890,2239,65338,Rail,Guangzhou,Mombasa,11,On-Time,65715,Credit,41.01,1347.16,0.17,0
SHP09453,China,Ghana,Agricultural,843890,1825,98424,Air,Guangzhou,Cairo,26,On-Time,99195,Credit,63.48,1942.31,0.19,0
SHP09454,China,Kenya,Minerals,520942,4401,40174,Road,Shenzhen,Durban,33,On-Time,40827,On Delivery,47.78,486.46,0.29,0
SHP09455,China,Nigeria,Agricultural,843890,416,74656,Ship,Beijing,Mombasa,20,On-Time,75326,Credit,64.9,213.62,0.4,0
SHP09456,China,Nigeria,Machinery,520942,3425,75019,Road,Shanghai,Lagos,15,On-Time,74812,Prepaid,63.83,356.84,0.27,0
SHP09457,China,Nigeria,Minerals,847130,3741,93000,Air,Beijing,Cairo,27,On-Time,92064,Credit,18.18,105.32,0.03,0
SHP09458,China,Egypt,Electronics,847130,1012,80239,Air,Shanghai,Addis Ababa,31,Delayed,79389,On Delivery,34.47,1777.29,0.35,0
SHP09459,China,Ghana,Agricultural,260300,2624,16726,Air,Qingdao,Dar es Salaam,28,On-Time,16230,Credit,48.64,1977.22,0.32,0
SHP09460,China,Tanzania,Minerals,260300,4378,101906,Ship,Shanghai,Mombasa,26,Delayed,101134,Credit,51.28,1941.52,0.2,0
SHP09461,China,Egypt,Machinery,843890,3955,100431,Road,Qingdao,Dar es Salaam,7,On-Time,101324,Prepaid,3.11,614.36,0.15,0
SHP09462,China,Tanzania,Electronics,847130,2433,29754,Ship,Beijing,Addis Ababa,26,Delayed,29191,Prepaid,58.01,1424.14,0.26,0
SHP09463,China,Ethiopia,Textiles,847130,224,134054,Rail,Shenzhen,Addis Ababa,39,On-Time,134986,Credit,26.26,2729.67,0.01,0
SHP09464,China,Egypt,Textiles,520942,1541,48046,Road,Shanghai,Addis Ababa,30,On-Time,48176,Credit,1.67,1315.66,0.11,1
SHP09465,China,Tanzania,Minerals,100610,1882,129717,Rail,Guangzhou,Addis Ababa,29,On-Time,128751,Prepaid,22.2,668.86,0.37,0
SHP09466,China,Nigeria,Machinery,847130,1236,47408,Ship,Guangzhou,Cairo,8,On-Time,46971,Credit,34.01,1772.71,0.05,0
SHP09467,China,Tanzania,Textiles,843890,2161,97669,Rail,Beijing,Addis Ababa,31,On-Time,97382,Prepaid,41.42,292.89,0.12,0
SHP09468,China,South Africa,Electronics,847130,447,18338,Air,Qingdao,Lagos,31,On-Time,17980,Prepaid,27.58,1202.2,0.21,0
SHP09469,China,Ghana,Textiles,843890,2848,114980,Rail,Beijing,Durban,20,On-Time,115899,Credit,48.15,343.44,0.27,0
SHP09470,China,Nigeria,Textiles,847130,1264,135004,Ship,Shanghai,Mombasa,21,On-Time,135722,Prepaid,34.26,2175.8,0.02,0
SHP09471,China,Kenya,Electronics,847130,2663,127456,Ship,Shanghai,Cairo,35,On-Time,128113,Prepaid,59.21,582.25,0.09,0
SHP09472,China,Kenya,Agricultural,100610,3718,12376,Road,Guangzhou,Addis Ababa,18,On-Time,12957,Credit,18.84,1089.99,0.38,0
SHP09473,China,South Africa,Electronics,847130,4886,128612,Road,Shanghai,Durban,27,On-Time,128984,Prepaid,31.37,633.01,0.02,0
SHP09474,China,South Africa,Machinery,520942,1046,52255,Road,Beijing,Lagos,19,On-Time,51348,Prepaid,27.94,977.0,0.04,0
SHP09475,China,Nigeria,Electronics,100610,2180,17011,Road,Qingdao,Dar es Salaam,10,Delayed,16472,Prepaid,29.87,1528.09,0.28,0
SHP09476,China,Ghana,Machinery,847130,2753,115826,Ship,Guangzhou,Tema,3,Delayed,116634,Credit,47.17,722.69,0.48,1
SHP09477,China,Egypt,Minerals,843890,3318,148194,Ship,Shanghai,Addis Ababa,32,On-Time,147676,Prepaid,11.55,957.73,0.45,1
SHP09478,China,Ethiopia,Agricultural,100610,4368,80208,Ship,Shanghai,Tema,32,On-Time,80257,Credit,24.99,485.76,0.4,0
SHP09479,China,South Africa,Machinery,520942,4937,25812,Road,Qingdao,Mombasa,18,On-Time,25645,Credit,60.55,1924.67,0.08,0
SHP09480,China,Egypt,Electronics,847130,3142,115428,Road,Qingdao,Cairo,29,Delayed,115975,Credit,26.95,2206.39,0.18,0
SHP09481,China,Kenya,Textiles,260300,1232,95198,Ship,Shanghai,Addis Ababa,19,On-Time,94717,Prepaid,42.57,1127.12,0.38,0
SHP09482,China,Nigeria,Electronics,843890,2375,73740,Rail,Guangzhou,Lagos,5,Delayed,73307,Prepaid,9.51,487.78,0.33,0
SHP09483,China,Kenya,Machinery,100610,4224,115246,Ship,Shenzhen,Mombasa,21,On-Time,114721,On Delivery,21.16,2914.12,0.19,0
SHP09484,China,Nigeria,Machinery,260300,4854,28152,Road,Guangzhou,Durban,36,On-Time,27719,Credit,63.61,1338.89,0.22,0
SHP09485,China,South Africa,Electronics,847130,2089,6627,Rail,Beijing,Tema,15,On-Time,5755,Credit,6.1,984.51,0.32,0
SHP09486,China,Ghana,Textiles,100610,244,82682,Air,Shanghai,Addis Ababa,34,On-Time,82676,Prepaid,13.58,261.67,0.07,0
SHP09487,China,South Africa,Agricultural,847130,4376,68063,Air,Qingdao,Lagos,17,On-Time,67138,Credit,22.56,2119.88,0.47,1
SHP09488,China,Nigeria,Textiles,100610,1423,116986,Rail,Qingdao,Addis Ababa,5,Delayed,116353,On Delivery,15.96,2298.61,0.21,0
SHP09489,China,Egypt,Agricultural,843890,4454,138909,Ship,Guangzhou,Durban,9,On-Time,137924,Prepaid,56.41,2803.83,0.4,0
SHP09490,China,Kenya,Agricultural,843890,4566,27309,Air,Beijing,Lagos,26,On-Time,26831,On Delivery,12.88,2552.23,0.49,1
SHP09491,China,Ghana,Textiles,843890,3223,37597,Air,Shenzhen,Cairo,36,On-Time,38392,On Delivery,46.32,210.19,0.28,0
SHP09492,China,Egypt,Textiles,520942,4361,111235,Rail,Shenzhen,Tema,12,On-Time,111867,Prepaid,29.76,2957.22,0.05,0
SHP09493,China,Ghana,Agricultural,520942,4251,57377,Ship,Beijing,Dar es Salaam,6,On-Time,58113,On Delivery,20.92,338.93,0.13,0
SHP09494,China,Egypt,Electronics,100610,4559,83054,Air,Shenzhen,Addis Ababa,11,On-Time,82454,Prepaid,39.41,447.43,0.1,0
SHP09495,China,Tanzania,Agricultural,847130,4625,58848,Road,Guangzhou,Mombasa,18,On-Time,59321,Credit,46.42,2916.13,0.28,0
SHP09496,China,Ghana,Electronics,847130,3786,40720,Rail,Guangzhou,Cairo,32,Delayed,40497,Credit,66.55,822.67,0.45,1
SHP09497,China,Nigeria,Textiles,843890,2174,103231,Ship,Shenzhen,Lagos,15,On-Time,103302,On Delivery,16.58,1812.34,0.43,1
SHP09498,China,South Africa,Textiles,100610,3859,109588,Ship,Guangzhou,Mombasa,12,Delayed,109638,On Delivery,6.91,2794.93,0.14,0
SHP09499,China,Nigeria,Minerals,847130,2961,127761,Ship,Beijing,Dar es Salaam,30,Delayed,127619,On Delivery,51.78,797.31,0.32,0
SHP09500,China,Ghana,Machinery,100610,696,60486,Road,Qingdao,Dar es Salaam,25,On-Time,60876,On Delivery,4.96,93.97,0.06,0
SHP09501,China,Egypt,Minerals,260300,3553,132760,Air,Shanghai,Lagos,5,On-Time,132239,Prepaid,35.98,1387.63,0.06,0
SHP09502,China,South Africa,Electronics,847130,3857,53964,Air,Shanghai,Dar es Salaam,6,On-Time,53224,Prepaid,5.43,2867.91,0.21,0
SHP09503,China,Nigeria,Machinery,843890,2125,121542,Air,Qingdao,Tema,21,Delayed,122345,Prepaid,64.19,2450.56,0.11,0
SHP09504,China,South Africa,Machinery,260300,4210,27307,Ship,Shenzhen,Cairo,37,On-Time,27854,Credit,11.32,2092.36,0.37,0
SHP09505,China,Tanzania,Agricultural,843890,962,99280,Rail,Guangzhou,Lagos,24,On-Time,98848,Credit,6.57,2314.99,0.26,0
SHP09506,China,Kenya,Machinery,520942,4106,67031,Rail,Shanghai,Addis Ababa,18,On-Time,67181,Prepaid,32.43,2709.21,0.37,0
SHP09507,China,Ghana,Machinery,100610,3299,62248,Rail,Qingdao,Lagos,9,On-Time,62107,Credit,3.32,2362.31,0.09,0
SHP09508,China,Kenya,Agricultural,520942,4241,116643,Ship,Qingdao,Addis Ababa,5,On-Time,116800,Prepaid,34.6,1103.16,0.22,0
SHP09509,China,Kenya,Electronics,843890,2783,95426,Road,Beijing,Durban,27,Delayed,96413,Credit,28.14,263.91,0.03,0
SHP09510,China,Nigeria,Machinery,843890,3218,147094,Rail,Beijing,Dar es Salaam,25,Delayed,146555,On Delivery,11.43,1175.62,0.29,0
SHP09511,China,Egypt,Minerals,843890,4797,72852,Rail,Beijing,Mombasa,5,Delayed,73246,Prepaid,3.11,906.18,0.06,0
SHP09512,China,South Africa,Machinery,100610,933,30951,Road,Shanghai,Dar es Salaam,30,On-Time,31631,Credit,64.49,1767.58,0.3,0
SHP09513,China,Ghana,Textiles,100610,3378,137265,Road,Qingdao,Mombasa,38,On-Time,138177,On Delivery,66.05,2858.17,0.3,1
SHP09514,China,Nigeria,Agricultural,260300,3991,19750,Road,Qingdao,Tema,3,On-Time,19011,Credit,6.82,2369.46,0.07,0
SHP09515,China,Ethiopia,Machinery,520942,2860,116509,Air,Beijing,Dar es Salaam,31,On-Time,116993,On Delivery,37.87,76.91,0.37,0
SHP09516,China,Ethiopia,Electronics,847130,2403,33695,Road,Shenzhen,Lagos,13,On-Time,33703,Prepaid,26.02,1295.35,0.02,0
SHP09517,China,Nigeria,Minerals,847130,3551,95351,Rail,Shenzhen,Cairo,20,On-Time,96316,Credit,6.45,2424.4,0.31,0
SHP09518,China,Kenya,Minerals,843890,675,64923,Road,Shenzhen,Durban,39,On-Time,64728,On Delivery,45.05,1428.74,0.39,0
SHP09519,China,Nigeria,Electronics,843890,2294,62689,Ship,Guangzhou,Durban,3,On-Time,62647,Credit,13.11,228.22,0.02,0
SHP09520,China,Ethiopia,Machinery,843890,758,21644,Ship,Shenzhen,Lagos,8,On-Time,22553,Prepaid,62.32,21.84,0.49,1
SHP09521,China,Tanzania,Minerals,520942,1376,35884,Rail,Shenzhen,Mombasa,37,On-Time,36435,Credit,19.23,1674.74,0.19,0
SHP09522,China,Egypt,Machinery,260300,287,49367,Air,Shanghai,Addis Ababa,27,On-Time,49073,Prepaid,22.92,84.7,0.36,0
SHP09523,China,Ghana,Electronics,847130,2999,135597,Road,Qingdao,Dar es Salaam,23,Delayed,135263,On Delivery,32.3,2156.95,0.27,0
SHP09524,China,Nigeria,Electronics,100610,4371,141821,Road,Beijing,Mombasa,9,Delayed,140987,Credit,2.85,1483.84,0.38,0
SHP09525,China,Ethiopia,Textiles,260300,4111,125667,Rail,Qingdao,Durban,23,On-Time,125560,On Delivery,46.64,312.43,0.46,1
SHP09526,China,Ethiopia,Textiles,520942,3075,44396,Ship,Guangzhou,Durban,18,Delayed,44602,Credit,23.17,1340.85,0.35,0
SHP09527,China,Tanzania,Agricultural,847130,2492,135077,Rail,Shanghai,Lagos,29,Delayed,134589,On Delivery,23.85,1142.18,0.48,1
SHP09528,China,Ethiopia,Textiles,260300,2755,58382,Air,Guangzhou,Lagos,7,On-Time,58963,On Delivery,12.38,1877.13,0.23,0
SHP09529,China,South Africa,Machinery,100610,949,107825,Air,Shanghai,Tema,37,On-Time,108206,Credit,17.27,1978.74,0.41,1
SHP09530,China,Egypt,Agricultural,847130,4905,53383,Road,Guangzhou,Mombasa,36,On-Time,53413,Credit,6.94,237.83,0.42,1
SHP09531,China,South Africa,Agricultural,847130,2572,146175,Air,Shenzhen,Cairo,4,On-Time,145205,Prepaid,11.35,2954.29,0.44,1
SHP09532,China,Tanzania,Textiles,843890,2093,128358,Rail,Qingdao,Tema,13,On-Time,128742,Prepaid,62.57,635.81,0.13,0
SHP09533,China,Tanzania,Minerals,100610,448,85913,Road,Guangzhou,Dar es Salaam,18,On-Time,85018,On Delivery,53.44,2595.34,0.4,0
SHP09534,China,Ethiopia,Minerals,520942,1705,15938,Ship,Shenzhen,Tema,3,On-Time,15868,Credit,19.0,1718.92,0.35,0
SHP09535,China,Kenya,Agricultural,847130,1939,121917,Air,Shanghai,Addis Ababa,29,Delayed,121019,Credit,9.62,2177.75,0.03,0
SHP09536,China,Ethiopia,Agricultural,100610,3828,11658,Ship,Shenzhen,Durban,20,On-Time,10922,Credit,54.46,1310.48,0.33,0
SHP09537,China,Ethiopia,Textiles,847130,4503,58166,Road,Qingdao,Tema,12,On-Time,58578,Credit,17.41,2437.44,0.23,0
SHP09538,China,Nigeria,Machinery,843890,2694,43272,Ship,Shanghai,Dar es Salaam,12,On-Time,42423,Prepaid,27.48,1015.75,0.32,0
SHP09539,China,Tanzania,Minerals,100610,3379,143612,Air,Beijing,Cairo,33,On-Time,143793,On Delivery,2.82,1871.19,0.32,0
SHP09540,China,Kenya,Electronics,260300,3597,79942,Road,Qingdao,Cairo,22,Delayed,80275,On Delivery,51.01,263.24,0.06,0
SHP09541,China,Kenya,Electronics,843890,283,123408,Air,Shenzhen,Dar es Salaam,9,On-Time,122781,On Delivery,29.26,410.91,0.28,0
SHP09542,China,South Africa,Electronics,520942,746,136244,Air,Qingdao,Mombasa,14,On-Time,137052,On Delivery,19.73,2424.01,0.01,0
SHP09543,China,South Africa,Machinery,100610,4059,146596,Ship,Shenzhen,Tema,3,On-Time,145970,Prepaid,44.28,2637.9,0.18,0
SHP09544,China,Ethiopia,Agricultural,260300,3827,70950,Ship,Qingdao,Durban,7,On-Time,70854,On Delivery,14.18,160.76,0.2,0
SHP09545,China,South Africa,Electronics,520942,2133,76994,Rail,Beijing,Durban,25,On-Time,76605,Credit,67.53,1975.61,0.05,1
SHP09546,China,Nigeria,Agricultural,847130,2642,79903,Air,Qingdao,Cairo,11,Delayed,79719,Prepaid,61.53,1502.48,0.35,0
SHP09547,China,Tanzania,Textiles,520942,4498,51010,Air,Guangzhou,Cairo,18,On-Time,51450,Credit,37.21,2827.31,0.12,0
SHP09548,China,Ethiopia,Agricultural,847130,642,133613,Ship,Shanghai,Dar es Salaam,26,On-Time,134487,Credit,58.37,1633.98,0.24,0
SHP09549,China,Tanzania,Minerals,100610,430,89108,Ship,Guangzhou,Tema,29,On-Time,88154,On Delivery,7.35,2987.64,0.16,0
SHP09550,China,Ghana,Machinery,100610,847,97921,Road,Shenzhen,Tema,8,Delayed,97484,Prepaid,24.71,2978.37,0.24,0
SHP09551,China,Egypt,Minerals,843890,1633,142850,Air,Shanghai,Addis Ababa,25,On-Time,143563,On Delivery,24.44,2368.62,0.02,0
SHP09552,China,Kenya,Machinery,100610,3480,125259,Air,Guangzhou,Mombasa,21,On-Time,124380,Prepaid,29.09,2297.91,0.32,0
SHP09553,China,Tanzania,Machinery,843890,3540,25868,Road,Guangzhou,Lagos,26,On-Time,25129,Credit,60.9,1313.37,0.36,0
SHP09554,China,Kenya,Minerals,847130,654,56418,Rail,Guangzhou,Tema,37,On-Time,56809,On Delivery,3.74,2996.76,0.07,0
SHP09555,China,Ghana,Electronics,843890,4280,19214,Road,Guangzhou,Mombasa,31,Delayed,18529,On Delivery,38.6,2857.36,0.48,1
SHP09556,China,Kenya,Electronics,847130,4350,23663,Air,Beijing,Mombasa,14,On-Time,23254,On Delivery,54.07,551.73,0.34,0
SHP09557,China,Kenya,Electronics,847130,3977,145658,Ship,Qingdao,Mombasa,29,Delayed,145589,Credit,3.82,277.17,0.43,1
SHP09558,China,Ghana,Textiles,847130,2097,89399,Ship,Shenzhen,Tema,17,On-Time,89757,Credit,28.0,2489.36,0.45,1
SHP09559,China,Kenya,Electronics,260300,2205,42488,Ship,Guangzhou,Mombasa,15,On-Time,43295,Prepaid,39.08,1277.53,0.46,1
SHP09560,China,Ghana,Machinery,100610,1646,7322,Air,Beijing,Durban,29,On-Time,8092,On Delivery,60.29,1653.58,0.46,1
SHP09561,China,Ghana,Minerals,843890,2617,19048,Road,Guangzhou,Dar es Salaam,33,On-Time,18608,Credit,18.49,2847.35,0.02,0
SHP09562,China,Kenya,Textiles,847130,365,141404,Rail,Shenzhen,Cairo,36,On-Time,141456,On Delivery,25.73,525.5,0.35,0
SHP09563,China,Nigeria,Agricultural,260300,1591,128522,Road,Guangzhou,Lagos,33,On-Time,128213,Prepaid,16.97,2601.49,0.08,0
SHP09564,China,Ethiopia,Textiles,847130,2558,142399,Road,Shenzhen,Durban,24,On-Time,141716,On Delivery,5.22,1347.05,0.46,1
SHP09565,China,Ethiopia,Minerals,847130,3016,89520,Air,Qingdao,Cairo,13,On-Time,88592,Prepaid,22.57,51.49,0.45,1
SHP09566,China,South Africa,Agricultural,520942,4476,72182,Road,Shenzhen,Durban,15,On-Time,72012,On Delivery,1.58,10.37,0.32,1
SHP09567,China,Ethiopia,Agricultural,100610,2715,117238,Ship,Shenzhen,Tema,10,On-Time,116529,Prepaid,58.22,2099.25,0.06,0
SHP09568,China,Ghana,Machinery,100610,4656,14279,Rail,Guangzhou,Dar es Salaam,27,Delayed,13620,Credit,17.38,1956.98,0.09,0
SHP09569,China,Tanzania,Textiles,100610,4408,81549,Air,Shanghai,Mombasa,14,On-Time,82054,On Delivery,29.49,2584.05,0.48,1
SHP09570,China,Egypt,Textiles,843890,3343,117941,Rail,Shanghai,Tema,5,On-Time,118026,Prepaid,63.01,430.59,0.5,1
SHP09571,China,Nigeria,Machinery,260300,2518,16353,Rail,Guangzhou,Cairo,8,On-Time,16872,On Delivery,17.58,1889.29,0.37,0
SHP09572,China,Ghana,Textiles,260300,1033,105585,Ship,Shenzhen,Dar es Salaam,25,On-Time,105529,On Delivery,3.85,1070.33,0.02,0
SHP09573,China,South Africa,Machinery,260300,4384,58387,Ship,Beijing,Durban,18,Delayed,57477,Credit,25.6,143.76,0.09,0
SHP09574,China,Ghana,Machinery,520942,3595,30419,Air,Shanghai,Lagos,19,On-Time,29488,On Delivery,7.98,992.7,0.49,1
SHP09575,China,South Africa,Electronics,100610,1082,135399,Road,Beijing,Cairo,8,On-Time,135299,Credit,68.01,2778.04,0.5,1
SHP09576,China,Kenya,Textiles,520942,2650,122104,Rail,Guangzhou,Lagos,9,Delayed,123076,On Delivery,69.04,2633.99,0.31,1
SHP09577,China,Kenya,Electronics,843890,4392,136624,Air,Beijing,Lagos,35,On-Time,136927,Credit,14.34,2032.65,0.03,0
SHP09578,China,Tanzania,Minerals,260300,995,111076,Road,Qingdao,Mombasa,5,On-Time,111440,Credit,47.39,2120.58,0.17,0
SHP09579,China,Nigeria,Textiles,847130,3775,103753,Ship,Beijing,Durban,9,On-Time,102956,Prepaid,4.33,97.08,0.24,0
SHP09580,China,Kenya,Machinery,260300,304,21734,Air,Shanghai,Tema,22,On-Time,22430,Prepaid,3.53,2603.21,0.23,0
SHP09581,China,Egypt,Minerals,260300,1645,85338,Road,Shenzhen,Cairo,34,On-Time,84892,On Delivery,18.48,848.42,0.12,0
SHP09582,China,Ethiopia,Minerals,847130,4094,53587,Road,Shenzhen,Lagos,8,On-Time,54504,Prepaid,60.76,13.1,0.26,0
SHP09583,China,Ethiopia,Textiles,260300,1637,63449,Road,Shenzhen,Mombasa,6,On-Time,62954,Credit,2.13,1727.62,0.43,1
SHP09584,China,South Africa,Agricultural,843890,767,39060,Ship,Qingdao,Lagos,9,On-Time,38616,On Delivery,36.89,1430.13,0.42,1
SHP09585,China,Ghana,Electronics,520942,1173,99625,Ship,Guangzhou,Durban,38,On-Time,99387,Prepaid,40.05,2890.97,0.04,0
SHP09586,China,Kenya,Electronics,260300,882,11444,Ship,Shenzhen,Addis Ababa,32,On-Time,11714,Credit,37.14,348.55,0.12,0
SHP09587,China,Ethiopia,Minerals,847130,4143,87678,Ship,Shanghai,Tema,6,Delayed,86682,On Delivery,58.83,1818.94,0.41,1
SHP09588,China,Kenya,Agricultural,520942,4461,5122,Road,Qingdao,Lagos,18,On-Time,5741,On Delivery,18.06,1986.41,0.42,1
SHP09589,China,South Africa,Machinery,847130,4549,75614,Ship,Shenzhen,Mombasa,8,On-Time,76140,Credit,57.38,2371.38,0.47,1
SHP09590,China,South Africa,Minerals,100610,2400,74876,Air,Guangzhou,Tema,34,On-Time,75875,Credit,69.26,738.9,0.19,1
SHP09591,China,Egypt,Electronics,843890,1521,82462,Road,Shenzhen,Cairo,32,On-Time,82277,On Delivery,52.7,148.98,0.07,0
SHP09592,China,South Africa,Agricultural,100610,3867,80794,Ship,Qingdao,Tema,6,On-Time,81581,Prepaid,33.23,27.55,0.11,0
SHP09593,China,Ghana,Electronics,520942,2238,16268,Rail,Beijing,Dar es Salaam,19,On-Time,16025,Credit,38.86,321.57,0.38,0
SHP09594,China,Kenya,Agricultural,520942,445,145748,Air,Qingdao,Mombasa,23,Delayed,145412,Prepaid,8.79,2933.45,0.35,0
SHP09595,China,South Africa,Minerals,843890,4937,89780,Ship,Beijing,Cairo,10,On-Time,89933,Credit,42.68,1910.36,0.39,0
SHP09596,China,Egypt,Minerals,100610,3956,100288,Road,Qingdao,Durban,35,On-Time,100383,On Delivery,54.83,2732.74,0.17,0
SHP09597,China,Egypt,Minerals,847130,2081,24975,Air,Qingdao,Dar es Salaam,11,On-Time,25031,Credit,67.36,225.23,0.25,1
SHP09598,China,South Africa,Machinery,260300,4388,78074,Road,Shanghai,Dar es Salaam,27,On-Time,78501,Credit,8.97,740.44,0.03,0
SHP09599,China,Nigeria,Minerals,520942,2601,16495,Road,Shanghai,Dar es Salaam,3,On-Time,15540,Prepaid,21.3,2325.82,0.19,0
SHP09600,China,Egypt,Agricultural,847130,4698,67606,Road,Shenzhen,Lagos,20,On-Time,66716,Prepaid,26.59,1603.23,0.12,0
SHP09601,China,Ghana,Minerals,847130,2946,39089,Ship,Guangzhou,Dar es Salaam,39,On-Time,39791,Prepaid,17.47,846.43,0.02,0
SHP09602,China,Ethiopia,Machinery,100610,1931,26076,Road,Qingdao,Addis Ababa,23,On-Time,25448,Credit,2.17,86.81,0.3,0
SHP09603,China,Egypt,Agricultural,260300,820,93916,Ship,Guangzhou,Lagos,21,On-Time,93037,Prepaid,50.37,715.94,0.34,0
SHP09604,China,Kenya,Textiles,520942,437,136291,Road,Qingdao,Dar es Salaam,11,On-Time,137089,On Delivery,46.13,2089.68,0.23,0
SHP09605,China,Nigeria,Agricultural,100610,4420,30773,Air,Beijing,Durban,12,On-Time,31210,Credit,67.94,1732.25,0.08,1
SHP09606,China,Egypt,Minerals,100610,539,73556,Ship,Guangzhou,Durban,39,On-Time,72634,Credit,5.57,2967.34,0.47,1
SHP09607,China,Egypt,Minerals,847130,2696,72912,Road,Shenzhen,Durban,4,On-Time,72569,On Delivery,45.72,1574.68,0.12,0
SHP09608,China,Ghana,Machinery,847130,1423,89186,Air,Guangzhou,Mombasa,31,On-Time,89914,On Delivery,8.05,1498.47,0.17,0
SHP09609,China,South Africa,Machinery,100610,1076,75502,Air,Shenzhen,Tema,15,On-Time,75097,Prepaid,38.09,629.26,0.45,1
